iter	MAE
352	0.06524459199
353	0.06519326675
354	0.065129836
355	0.06509087327
356	0.0650643753
357	0.06502716748
358	0.06500880277
359	0.06496271833
360	0.06493931936
361	0.06489566971
362	0.0648611202
363	0.06480120607
364	0.0647762851
365	0.06472466303
366	0.06468128297
367	0.06466756473
368	0.06463997621
369	0.06421302175
370	0.06419566615
371	0.06415427201
372	0.06411407989
373	0.0640692867
374	0.06402297754
375	0.06395823336
376	0.06391344802
377	0.06387818624
378	0.06348226032
379	0.06346809556
380	0.06307711346
381	0.06271875832
382	0.06265197953
383	0.06260691473
384	0.06256737225
385	0.0625513687
386	0.06248898203
387	0.06247642084
388	0.06245590832
389	0.06243909035
390	0.06240063306
391	0.06238148381
392	0.06231313963
393	0.06226230051
394	0.06222285715
395	0.06220377828
396	0.06218069334
397	0.06214003137
398	0.06210937665
399	0.06209654063
400	0.06207348856
401	0.06203993419
402	0.06202455358
403	0.06197757498
404	0.06194675424
405	0.06191055043
406	0.06187424985
407	0.06183866056
408	0.06182076705
409	0.06177123402
410	0.06142343989
411	0.06141089391
412	0.06110023937
413	0.06106584702
414	0.06103390382
415	0.06102500438
416	0.06099536721
417	0.06094166319
418	0.06091401518
419	0.06088715661
420	0.06085477886
421	0.06079767323
422	0.06077332894
423	0.06071179052
424	0.0606671139
425	0.06061372688
426	0.06059564666
427	0.06057052798
428	0.06055090253
429	0.06053005972
430	0.06049664852
431	0.06046786604
432	0.06016992913
433	0.06014496578
434	0.06009321313
435	0.06005317046
436	0.0600275329
437	0.05999825719
438	0.05998167316
439	0.05995326619
440	0.05967191359
441	0.05962723098
442	0.05932817455
443	0.05929317936
444	0.05925013449
445	0.05923949054
446	0.0592211793
447	0.05920775843
448	0.05917408347
449	0.05914245197
450	0.05911532753
451	0.05908596338
452	0.05904391965
453	0.05900331219
454	0.05896553455
455	0.05892850518
456	0.05866609361
457	0.05863222744
458	0.05860103776
459	0.05855756438
460	0.05852509024
461	0.05849960543
462	0.05843015614
463	0.05841627063
464	0.05836283396
465	0.05833040063
466	0.05827729596
467	0.0582535053
468	0.05824243822
469	0.05821308269
470	0.05818626929
471	0.05817198757
472	0.05816076272
473	0.05813441199
474	0.05807511963
475	0.05806228701
476	0.05802227793
477	0.05773633538
478	0.05772616033
479	0.05769332566
480	0.05764914878
481	0.05762499688
482	0.05761843769
483	0.05760852657
484	0.05757904553
485	0.0575669744
486	0.05754769903
487	0.05752461149
488	0.05749774335
489	0.05746212904
490	0.05743251495
491	0.0574106577
492	0.05739503698
493	0.05737884775
494	0.05735846906
495	0.05731352168
496	0.05729545772
497	0.05728039494
498	0.05723851288
499	0.05722146264
500	0.05720655443
501	0.05717664029
502	0.05691243369
503	0.05689222213
504	0.0568767247
505	0.0568223661
506	0.05678588381
507	0.05676855164
508	0.05672664906
509	0.05671210935
510	0.0566879465
511	0.05666213671
512	0.05644382751
513	0.05640137184
514	0.05639073242
515	0.05638498742
516	0.05617226338
517	0.05615207696
518	0.05613280977
519	0.0559250666
520	0.0559162319
521	0.05586857842
522	0.05585883425
523	0.05583950574
524	0.05564675241
525	0.05562872147
526	0.05556326176
527	0.05538418797
528	0.05536125286
529	0.05533818636
530	0.05517347341
531	0.05514529108
532	0.05512022556
533	0.05510539718
534	0.05507123441
535	0.05504849182
536	0.05500817452
537	0.05484780972
538	0.05482708168
539	0.05479777849
540	0.05477302796
541	0.05474695011
542	0.05473659753
543	0.05471528212
544	0.0546998981
545	0.05468033032
546	0.05466755405
547	0.05464387983
548	0.05462549046
549	0.05446708387
550	0.05444990268
551	0.05443271777
552	0.05429121959
553	0.05426848106
554	0.05425608883
555	0.05423335277
556	0.05421456294
557	0.05406303712
558	0.05404377282
559	0.05389260254
560	0.05388326357
561	0.05387467005
562	0.05383263359
563	0.05379445784
564	0.05378471619
565	0.05375925693
566	0.05374600156
567	0.05360071051
568	0.05357243955
569	0.05355642417
570	0.05354237386
571	0.05351640399
572	0.05349189468
573	0.05345207036
574	0.05342700866
575	0.05341884992
576	0.05336702652
577	0.05324509051
578	0.05313438056
579	0.05311838036
580	0.05310000994
581	0.05298575829
582	0.05296508231
583	0.05295823696
584	0.05292741539
585	0.05289579172
586	0.05288425203
587	0.0528752047
588	0.05277386476
589	0.05276703701
590	0.05272408752
591	0.05268963103
592	0.05259311522
593	0.05257403428
594	0.05256283308
595	0.05254599114
596	0.05252447792
597	0.0525137927
598	0.05249465574
599	0.05248757917
600	0.05247006422
601	0.05237543317
602	0.0523515673
603	0.0523286857
604	0.05223476618
605	0.0521984303
606	0.05218956146
607	0.05209448197
608	0.05208520831
609	0.05207059496
610	0.05205190204
611	0.05195861969
612	0.05188147683
613	0.05186725799
614	0.05186042593
615	0.05183769914
616	0.051815069
617	0.05179637735
618	0.05177995793
619	0.05175854831
620	0.05168469308
621	0.05164972015
622	0.05161782471
623	0.05158689855
624	0.05149141479
625	0.05148720689
626	0.05147101569
627	0.05139526498
628	0.05133014298
629	0.05131881199
630	0.05129332381
631	0.05123015005
632	0.0511699041
633	0.05110144444
634	0.05105115321
635	0.05099495274
636	0.05093602827
637	0.05091720306
638	0.05090022264
639	0.05085139171
640	0.05083686765
641	0.05079192822
642	0.05076998765
643	0.0507403612
644	0.05072738465
645	0.0507165313
646	0.05070977132
647	0.05068641281
648	0.05066592117
649	0.05062290135
650	0.05057621102
651	0.05055443551
652	0.05054253647
653	0.05052443683
654	0.05051607084
655	0.05045928052
656	0.05043134064
657	0.05039221462
658	0.05037844555
659	0.05032922968
660	0.05032468278
661	0.05030949665
662	0.05029369658
663	0.05025968098
664	0.05024620461
665	0.05020058687
666	0.05015389179
667	0.05014458349
668	0.05011475087
669	0.05010699547
670	0.05007400045
671	0.05005575697
672	0.05001938662
673	0.05000292824
674	0.04998913528
675	0.0499492211
676	0.04992691906
677	0.04991569791
678	0.04990127871
679	0.04989221017
680	0.04987148563
681	0.04983754197
682	0.04982611177
683	0.04980427037
684	0.04979845469
685	0.04977652649
686	0.0497584634
687	0.04974386056
688	0.04972489103
689	0.04970960078
690	0.04969920648
691	0.0496657546
692	0.04965054818
693	0.04962938857
694	0.04960339881
695	0.04959541899
696	0.04956997112
697	0.04956339217
698	0.0495419272
699	0.04951906173
700	0.04950435625
701	0.04948596456
702	0.0494645828
703	0.04945491026
704	0.04942502175
705	0.04942001306
706	0.04940019624
707	0.04938551165
708	0.04936332408
709	0.04934322569
710	0.04931550435
711	0.04929319982
712	0.04927294129
713	0.0492591653
714	0.0492338974
715	0.04922417988
716	0.04921813111
717	0.0492016238
718	0.04919218427
719	0.04916060581
720	0.04914434507
721	0.04913120322
722	0.04912028413
723	0.04911210712
724	0.04910480769
725	0.04909452525
726	0.04906975132
727	0.04905639432
728	0.04903972624
729	0.04902742395
730	0.04900148352
731	0.04898316259
732	0.04896692795
733	0.04895093362
734	0.04893031715
735	0.04890301975
736	0.04885762799
737	0.04884712134
738	0.048837727
739	0.04882381418
740	0.0488039117
741	0.04878336934
742	0.04875386863
743	0.04873724648
744	0.04871953471
745	0.04869460089
746	0.04868018762
747	0.04866136794
748	0.04864457338
749	0.04862454484
750	0.04859841642
751	0.04859458873
752	0.04858203103
753	0.04857930974
754	0.04856304097
755	0.04855396862
756	0.04854057038
757	0.04852311678
758	0.04850207274
759	0.04848854412
760	0.04847817485
761	0.04847272233
762	0.04845635603
763	0.04843714996
764	0.04842185106
765	0.04840755448
766	0.04838890859
767	0.04837632802
768	0.04835055117
769	0.0483355005
770	0.04832526674
771	0.04828676481
772	0.04825919983
773	0.04825373473
774	0.04822684781
775	0.04820976737
776	0.0481964916
777	0.04817449584
778	0.04816059258
779	0.04814448434
780	0.0481375782
781	0.04813047313
782	0.04812190336
783	0.04810953708
784	0.04810575748
785	0.04810092207
786	0.04809135697
787	0.04807778471
788	0.04807010742
789	0.048061271
790	0.04805310104
791	0.04803624852
792	0.04801828268
793	0.04800170255
794	0.04798658719
795	0.04797475382
796	0.04795146676
797	0.0479341351
798	0.0479031421
799	0.04788703705
800	0.04787811905
801	0.04786880938
802	0.04786491248
803	0.04784713217
804	0.04783747211
805	0.04782554778
806	0.0478100711
807	0.04780103219
808	0.04778139992
809	0.04777240031
810	0.04776891727
811	0.0477572547
812	0.04774864829
813	0.04773186581
814	0.04769860509
815	0.04767062086
816	0.04758277144
817	0.04757410561
818	0.04755956284
819	0.04754995322
820	0.0475375737
821	0.04751368149
822	0.04749819068
823	0.04747988785
824	0.04746430738
825	0.0474559269
826	0.04743998132
827	0.04742705175
828	0.04741777325
829	0.04741003246
830	0.04739664821
831	0.04737262307
832	0.0473628828
833	0.04735477678
834	0.04734358499
835	0.04733566341
836	0.04732556008
837	0.04731584812
838	0.04729949457
839	0.04728562223
840	0.04724629656
841	0.04723812333
842	0.04722222749
843	0.04720577757
844	0.04718471309
845	0.04717674861
846	0.04716297956
847	0.04715918102
848	0.04712971929
849	0.04712178013
850	0.04711216426
851	0.0471030744
852	0.04708964704
853	0.04708127017
854	0.04706823677
855	0.04704829801
856	0.04704061051
857	0.04703119337
858	0.04702117801
859	0.04700931784
860	0.04700060742
861	0.04698936754
862	0.04697879527
863	0.04696019442
864	0.04695290493
865	0.0469418137
866	0.04693583773
867	0.04692788429
868	0.04691749286
869	0.04690952549
870	0.04688832689
871	0.04687767286
872	0.04686927151
873	0.04685620005
874	0.04684990902
875	0.04684018553
876	0.04682616352
877	0.04681437
878	0.04680418202
879	0.04676558153
880	0.04675609873
881	0.04674614672
882	0.04673112617
883	0.04671906986
884	0.04671407042
885	0.04670496544
886	0.04669988579
887	0.04667946958
888	0.04667140187
889	0.04666766144
890	0.04666135351
891	0.04665422861
892	0.04664873283
893	0.04663901929
894	0.04661212196
895	0.04660864243
896	0.04659609595
897	0.04658991587
898	0.0465802747
899	0.04657498471
